timestamp,block,token0_reserve,token1_reserve,k_last,total_supply,price
2025-04-29 00:00:03+00:00,11949606,69546204246,51765084643289725361911,0,56568862565322070,1.3434963880623196
2025-04-29 00:00:08+00:00,11949611,69546204245,51765084642374644480030,0,56568862564322070,1.3434963880667514
2025-04-29 00:00:24+00:00,11949627,69546214245,51765077221440238345797,0,56568862564322070,1.3434967738480472
2025-04-29 00:00:25+00:00,11949628,69546224245,51765069800507963111721,0,56568862564322070,1.3434971596293985
2025-04-29 00:00:26+00:00,11949629,69546224246,51765069801252289210836,0,56568862565135469,1.3434971596293985
2025-04-29 00:00:31+00:00,11949634,69546224247,51765069800510196090029,0,56568862565135469,1.3434971596679766
2025-04-29 00:00:41+00:00,11949644,69546224347,51765069726300884116708,0,56568862565135469,1.3434971635257904
2025-04-29 00:00:48+00:00,11949651,69546234347,51765062305370761303948,0,56568862565135469,1.3434975493071974
2025-04-29 00:00:50+00:00,11949653,69546234348,51765062304628668398383,0,56568862565135469,1.3434975493457755
2025-04-29 00:00:55+00:00,11949658,69546234349,51765062303886575492839,0,56568862565135469,1.3434975493843537
2025-04-29 00:00:56+00:00,11949659,69546244349,51765054882958584004570,0,56568862565135469,1.343497935165816
2025-04-29 00:01:06+00:00,11949669,69546254349,51765047462032723413693,0,56568862565135469,1.3434983209473337
2025-04-29 00:01:06+00:00,11949669,69546264349,51765040041108993719291,0,56568862565135469,1.3434987067289066
2025-04-29 00:01:08+00:00,11949671,69546264350,51765040041108993719290,0,56568862565135469,1.3434987067482247
2025-04-29 00:01:13+00:00,11949676,69546264351,51765040040366901453047,0,56568862565135469,1.343498706786803
2025-04-29 00:01:23+00:00,11949686,69546264451,51765039966157674936171,0,56568862565135469,1.3434987106446188
2025-04-29 00:01:29+00:00,11949692,69546274451,51765032545236097766070,0,56568862565135469,1.3434990964262477
2025-04-29 00:01:48+00:00,11949711,69546284451,51765025124316651490597,0,56568862565135469,1.3434994822079318
2025-04-29 00:01:53+00:00,11949716,69546284452,51765025125060976302956,0,56568862565948867,1.3434994822079318
2025-04-29 00:01:59+00:00,11949722,69546294452,51765017704143660921193,0,56568862565948867,1.3434998679896712
2025-04-29 00:02:02+00:00,11949725,69546294451,51765017705143660921193,0,56568862565948867,1.3434998679443992
2025-04-29 00:02:07+00:00,11949730,69546294450,51765017706143660921193,0,56568862565948867,1.3434998678991275
2025-04-29 00:02:07+00:00,11949730,69546294550,51765017631934498539230,0,56568862565948867,1.343499871756945
2025-04-29 00:02:12+00:00,11949735,69546294563,51765017641934498539230,0,56568862576523049,1.3434998717485418
2025-04-29 00:02:17+00:00,11949740,69546294550,51765017631844578150117,0,56568862565496774,1.3434998717592788
2025-04-29 00:02:36+00:00,11949759,69546294551,51765017632588902746657,0,56568862566310172,1.3434998717592788
2025-04-29 00:02:50+00:00,11949773,69546294651,51765017558379740577913,0,56568862566310172,1.3434998756170966
2025-04-29 00:03:07+00:00,11949790,69546160705,51765117558379740577913,0,56568862566310172,1.3434946926676468
2025-04-29 00:03:12+00:00,11949795,69546026759,51765217558379740577913,0,56568862566310172,1.343489509738222
2025-04-29 00:03:16+00:00,11949799,69546164568,51765115290888580383190,0,56568862566310172,1.3434948261429092
2025-04-29 00:03:18+00:00,11949801,69546174568,51765107869945546799606,0,56568862566310172,1.3434952119239765
2025-04-29 00:03:19+00:00,11949802,69546174569,51765107870689873977793,0,56568862567123572,1.3434952119239765
2025-04-29 00:03:26+00:00,11949809,69546174570,51765107871434201155980,0,56568862567936972,1.3434952119239765
2025-04-29 00:03:28+00:00,11949811,69546184570,51765100450493298476246,0,56568862567936972,1.3434955977050993
2025-04-29 00:03:31+00:00,11949814,69546184569,51765100449578217314975,0,56568862566936972,1.343495597709531
2025-04-29 00:03:34+00:00,11949817,69546184669,51765100375368819065330,0,56568862566936972,1.3434956015673425
2025-04-29 00:03:36+00:00,11949819,69546184668,51765100374453737905371,0,56568862565936972,1.3434956015717743
2025-04-29 00:03:51+00:00,11949834,69546194668,51765092953514987486551,0,56568862565936972,1.3434959873529528
2025-04-29 00:04:01+00:00,11949844,69546194669,51765092954259314235133,0,56568862566750371,1.3434959873529528
2025-04-29 00:04:05+00:00,11949848,69546194670,51765092953517220466807,0,56568862566750371,1.3434959873915309
2025-04-29 00:04:16+00:00,11949859,69546194770,51765092879307843741653,0,56568862566750371,1.343495991249343
2025-04-29 00:04:16+00:00,11949859,69546194771,51765092878565749975480,0,56568862566750371,1.3434959912879212
2025-04-29 00:04:21+00:00,11949864,69546194772,51765092877823656209328,0,56568862566750371,1.3434959913264992
2025-04-29 00:04:26+00:00,11949869,69546194837,51765092926661685709376,0,56568862619621359,1.3434959913146438
2025-04-29 00:04:31+00:00,11949874,69546194769,51765092875886490486873,0,56568862564134256,1.3434959913188218
2025-04-29 00:04:36+00:00,11949879,69546194770,51765092875886490486872,0,56568862564134256,1.34349599133814
2025-04-29 00:04:45+00:00,11949888,69546194771,51765092876630817233246,0,56568862564947655,1.34349599133814
2025-04-29 00:04:52+00:00,11949895,69546204771,51765085455694219729014,0,56568862564947655,1.3434963771193744
2025-04-29 00:04:54+00:00,11949897,69546214771,51765078034759753125859,0,56568862564947655,1.3434967629006642
2025-04-29 00:04:59+00:00,11949902,69546214871,51765077960550419236721,0,56568862564947655,1.3434967667584774
2025-04-29 00:05:01+00:00,11949904,69546224871,51765070539618104842721,0,56568862564947655,1.343497152539823
2025-04-29 00:05:28+00:00,11949931,69546234871,51765063118687921347951,0,56568862564947655,1.343497538321224
2025-04-29 00:05:30+00:00,11949933,69546234870,51765063119687921347951,0,56568862564947655,1.3434975382759522
2025-04-29 00:05:35+00:00,11949938,69546244869,51765055699759868251368,0,56568862564947655,1.3434979240121365
2025-04-29 00:05:35+00:00,11949938,69546234869,51765063120687921347951,0,56568862564947655,1.3434975382306804
2025-04-29 00:05:43+00:00,11949946,69546244969,51765055625550598497282,0,56568862564947655,1.3434979278699515
2025-04-29 00:05:44+00:00,11949947,69546244956,51765055615460670702424,0,56568862553921380,1.3434979278806882
2025-04-29 00:05:50+00:00,11949953,69546254956,51765048194534769871511,0,56568862553921380,1.3434983136622005
2025-04-29 00:06:12+00:00,11949975,69546254957,51765048195279095331268,0,56568862554734779,1.3434983136622005
2025-04-29 00:06:26+00:00,11949989,69546255057,51765048121069847099834,0,56568862554734779,1.343498317520016
2025-04-29 00:06:32+00:00,11949995,69546121111,51765148121069847099834,0,56568862554734779,1.3434931345766363
2025-04-29 00:06:37+00:00,11950000,69545987165,51765248121069847099834,0,56568862554734779,1.3434879516532814
2025-04-29 00:06:38+00:00,11950001,69545997165,51765240700088841316943,0,56568862554734779,1.3434883374333588
2025-04-29 00:06:47+00:00,11950010,69546134974,51765138432508444350763,0,56568862554734779,1.3434936538356692
2025-04-29 00:06:54+00:00,11950017,69546144974,51765131011558935392613,0,56568862554734779,1.3434940396165642
2025-04-29 00:06:55+00:00,11950018,69546144975,51765131012303263220286,0,56568862555548179,1.3434940396165642
2025-04-29 00:06:56+00:00,11950019,69546144974,51765131011388181518556,0,56568862554548179,1.343494039620996
2025-04-29 00:07:09+00:00,11950032,69546145074,51765130937178697206145,0,56568862554548179,1.3434940434788052
2025-04-29 00:07:15+00:00,11950038,69546155074,51765123516231340488151,0,56568862554548179,1.343494429259756
2025-04-29 00:07:15+00:00,11950038,69546165074,51765116095286114675846,0,56568862554548179,1.3434948150407622
2025-04-29 00:07:37+00:00,11950060,69546165075,51765116096030442073916,0,56568862555361579,1.3434948150407622
2025-04-29 00:07:39+00:00,11950062,69546165076,51765116095288347658051,0,56568862555361579,1.3434948150793402
2025-04-29 00:07:40+00:00,11950063,69546175076,51765108674345252963606,0,56568862555361579,1.3434952008604018
2025-04-29 00:07:48+00:00,11950071,69546175141,51765108723183282463654,0,56568862608232582,1.343495200848547
